sentiment	numberagreed	tweetid	tweet
neutral	3	1590955	Check out the Gucci Mane #BandPage on Facebook! ~http
neutral	3	2324497	Sherpa Agency Present : Raglan Nanook ~http  via @user
positive	3	1843337	is really looking forward to a drunken weekend with the girlies :) xxxx
neutral	3	830585	Battery+Charger for Sony MiniDV HandyCam DCR-HC18E DCR-HC19 DCR-HC19E DCR-HC20 DCR-HC20E DCR-HC21 DCR-HC22 DCR-... ~http 
positive	3	1283941	We had the UTC class of 2010 that came by 2day. It was a blessing to c them. Many r going back 2 their cities 2 do a wk 4 God. God bless you
neutral	3	2067260	NEW ARRIVAL: Nike Manchester United Prestige Soccer Ball - ~http 
neutral	3	2422216	GADGET UPDATE powered by Stuff: Sony; Blackberry; Samsung and more ... ~http 
neutral	3	89689	Just Published: Video: Microsoft Advertising Exchange in Europe - Benefits for Marketers ~http
neutral	3	1328786	Fair and 47 F at Madison; Dane County Regional-Truax Field; WI Winds are Calm. The pressure is 1022.2 mb and the humidi ~http 
neutral	3	1542709	Uploaded: Sony DSC-HX5V Low Light Test 1080i (AVCHD 17 Mbit FH) ~http 
positive	3	814840	Cisco now then home. Enjoyed lunch duty in science; spent 1 hour talking and telling little kids to go away =D
negative	3	2524658	Carolyn fell off her bike?! Even worse: she ripped her jeggings?!?! #tragedy
neutral	3	3143301	Rage.co.za arts alive; moshito and thesis jam session (featuring the adidas bus)
positive	3	1658232	I love you @user
neutral	3	1931490	Buy Discount Lion King Mulroy Civic Center At Oncenter Tickets | ~http 
neutral	3	465476	We Are a Paris Hilton People in an Apocalyptic World: By Mark Shea | What else can be said of a nation that so... ~http 
negative	3	2174658	screw u xbox live: Microsoft really knows how to rub some people up the wrong way. This week; my frie.. ~http 
neutral	3	1694277	I'm craving Kids... #spk
positive	3	1777749	i appreciate spongebob so much more now that im older
neutral	3	478101	What's Gucci my nigga?!? RT @user Happy birthday! ~http 
neutral	3	2801392	Now Anyone Can Sync Google Docs & Microsoft Office ~http  via @user
neutral	3	653012	Are you ready for the @user lecture & lunch @ the Hilton Baton Rouge Capitol Center this Friday? Call 225.389.7210 for tickets.
negative	3	2154642	Now that PSN is back up; I go to play my PS3...and it won't turn on. No power; no lights; no nothing. Think I'm done with Sony consoles #FFS
neutral	3	192122	#HARLEM = Nike Boots &gt; #brooklyn = Constructs
negative	3	2500388	#TheLastTimeIChecked they wasn't fucking with me now the checking on me like a nike sign
neutral	3	1067859	Check out this upcoming concert: Gucci Mane @ University of Iowa Field House. ~http 
neutral	3	199766	Riiight RT @user Real real talk RT @user Love is like meeting your match and bein like damn 
neutral	3	789661	No VzW? RT @user Samsung unveils Galaxy Note - a new 5.3-inch; dual-core phone with a SuperAMOLED HD display ~http 
neutral	3	1841665	Paris Hilton -- Training to Become Most Powerful House DJ Ever?  ~http 
neutral	3	171084	How to obtain a new product key for a Microsoft Office suite ~http
neutral	3	2250725	Mike's Backyard - 360 view: ~http  ~http 
neutral	3	1545844	So ill put yall up on some hot tracks ; dance for you beyonce; body work the-dream ; mvp gucci mane ; I gotta chick r.Kelly all go hard
neutral	3	1165488	Kicking off #AdClub Media Innovation Day  ~http 
positive	3	857590	lmao at Chris and Masgana!! they were hilarious tryna get my booty from the JUMP the whole time smh
neutral	3	1417525	Apple sues Samsung in Japan over patents: report \n    (Reuters)\n: Reuters - Apple is suing Samsung Elect... ~http 
neutral	3	89611	Boeing taps motion sensor power of Microsoft Kinect to sell 737s ~http  @user
neutral	3	2079169	No Fear Here? "How Coke; P&G; Samsung Plan to Hit Bold Growth Targets" c/o AdAgeMobile --&gt; ~http  I #growth #coke #economy
positive	3	157025	A very Happy New Year to all our listeners! Have a great 2011; as we pledge to; well; talk Microsoft some more. :)
neutral	3	822652	At constant contact seminar (@ Hilton Hotel - Orange County Airport) ~http 
positive	3	207317	cream crackers and cheese.. yummy #moretweetsaboutfood
positive	3	1002413	"@MrMeatnuggets: @user sweet if there a pic post it on Flash Mountain! LOL!!!" Good one. Love it!!
negative	3	312139	What the hell am I going to do without @user for 5 days next weekend?! #notcool.
negative	3	1325573	I Hate Math Homework &gt;.&lt;
neutral	3	1502751	#nowplaying Next to you Chris Brown ft @user
neutral	3	3031009	OLD SCHOOL Nintendo Console =) Banana cake with strawberry buttercream!!! ~http 
negative	3	1961800	X-Factor axed Cheryl Cole;Some other bint's in her role;She should just fuck em off;& run off with The Hoff;Coz Cowell is a fuckin arsehole.
negative	3	1705322	I'm actually so annoyed at the Sims people - they screw up the game; twice; and then don't respond wen I ask for help because its messed up?
neutral	3	37353	Wats gucci for the day
negative	3	478465	Got stoned and forgot my dress! Fuck!
negative	3	73847	I do not fuck wit them Nike #Mags
neutral	3	270122	Chris Brown Fan: "Keeping Rolex Didn't Cross My Mind": The fan who handed in Chris Brown's $22k Rolex which he l... ~http 
neutral	3	2987586	*Np* add it up* Gucci Mane... my ish
neutral	3	1724699	Can yu say 2011 Nike mag ... I need them @user ..!
neutral	3	3018651	"Im redneck" yeah; okay. Gtfo with your Hollister shirts and nike slides.
neutral	3	2296648	[Video] NYE 2011: Official Playboy New Year's Eve Celebration Feat. T-Pain at Hilton Chicago ~http 
positive	3	2275269	My favorite Sony product is _PS3_ because_it makes my life that much better_. #questionoftheday
neutral	3	2358306	Price drop on merch from the Holly Springs Disaster farewell tour! get it now before it's gone forever! ~http 
neutral	3	2302857	Yes thhey should
positive	3	2765164	But in other news... First trip to ikea was awesome!
neutral	3	288304	Get started downloading free Microsoft Software today. All you need is your school email address to get started.... ~http 
positive	3	2556744	I've been paid 50 bucks to watch Father of the Bride; Death at a Funeral; and Dirty Dancing:)
neutral	3	1621879	New Track by MaJzarah feat Al Far3i " Jihat Da3emeh ".. Check it out  ~http 
neutral	3	2202640	You can't just declare yourself into existence. You must craft a story and live it. -Gunther S.  #marketingu
neutral	3	109312	Will Business Meetings Use Microsoft Avatar Kinect?  ~http
positive	3	2446393	Massage is the best way to relax in this stressful world. Try it today! You'll be glad you did.
neutral	3	2367028	organising a cast; worring about kat; having a life; buying wands; harry potter......not much then
neutral	3	923252	Weekend nearly over...
neutral	3	2454986	Intercall Audio Conferencing Platform Integrated with Microsoft Lync Online ~http 
neutral	3	2100464	Games compare and contrast: ~http  optimistic designers vs ~http  Microsoft PR.
neutral	3	907175	Having beers (@ The Lodge) ~http 
neutral	3	1358094	Ethekwini Academy beat Supersport united  3-0 fulltime at Nike football centre
positive	3	2510726	you're so sweet baby
neutral	3	2486018	If that silver heart necklace isn't #DealTaker.com incentive; how about Nike LunarGlide+ Running Shoes for Women!!  ~http  #ad
positive	3	624150	The swype key pad of my samsung  rocks.. Lets see how the battery life is.....
neutral	3	287808	New post: What is Microsoft Office 365? ~http 
neutral	3	1129696	Am I the only one wondering why comex doesn't release his iPad 2 jailbreak for iOs 4.3??? I mean  I didn't update to 4.3.1 yet.
neutral	3	308583	What Microsoft Must Reveal About Windows 8 At BUILD: Microsoft will showcase Windows 8 for the first time at its... ~http 
negative	3	1451066	And I would like to say SCREW 8am CLASSES
neutral	3	2949948	#FF @user the gucci mane cowboy
neutral	3	2393993	PINION: Join us at "Pinch of Humor" Event at The Hilton on August 27th #Events ~http 
neutral	3	1168402	Photo:  ~http
neutral	3	755715	1st half 4:54 - Loyola (Chicago) 23; Butler 19 ~http
neutral	3	1012998	Why :/ RT @user @user I'm not going o:
neutral	3	2231253	Meet and Greet Paris Hilton in SM Megamall Manila Philippines Photos:          When in Manila; foreign performer... ~http 
neutral	3	630265	Just uploaded 'Energy Risk in Developed and Emerging Markets' to SlideShare. ~http 
neutral	3	1751554	I posted a new photo to Facebook ~http 
neutral	3	2386835	Concept: Samsung “Galaxy Skin” combines 4-inch flexible display and Android “Flexy” ~http  via @user
negative	3	2736357	There is nothing attractive about ghetto white girls. Take the Nike high tops off and put on some sandals.
positive	3	689890	LTS SYDNEY STORE; 255b Crown St; Surry Hills; 2010. Opening next week!!!! Getting closer :D
neutral	3	911718	Bolibol.in- Samsung Video MP3 Player YP; MRP- Rs. 6;800.00; now available on bolibol for you. Bid now & you can win it for absolutely
positive	3	286758	I turned in my app to be a TNT Mentor for the Fall Season.  NIKE Women's Marathong here I come! New fundraising goal of $3300.  GO TEAM
positive	3	1531049	Loves gifts... : )
neutral	3	313881	Bout to get on this plane to north dakota
positive	3	97980	Gonna spend the day outdoors. Much nicer/cooler/fresher outside then in and lovin the sun/breeze! Just hope we don't catch that hurricane
negative	3	457931	O_o How could NINTENDO not notice that the fan in my Wii was BROKEN? I JUST sent it in a week before this happened!
neutral	3	274980	On the bing commercials they say they find what you're looking for quick and effiecently. I looked up "Crying retard" and bing &lt; google.
neutral	3	202222	I'm selling 'Griffin iTrip FM Transmitter for 1st Gen iPod nano (Black) ' Click to see ~http
neutral	3	3440387	Coastal Carnage Sk8 and Nike 6.0 BMX Pro at 2011 US Open of Surf ~http 
positive	3	2775806	Lmfao to the kia soul commercial .
positive	3	105816	I LOVE HIM :) &lt;3&lt;3
positive	3	782890	Th pictures of David here are sooo cute ! hees ^^ ~http  via @user
neutral	3	334421	Imax Names Sony Exec Jiande Chen to Lead China Division ~http
neutral	3	2248886	New blog posting; OEM Fujitsu-Siemens Microsoft Office Pro 2007 Medialess Licence Kit - ~http 
neutral	3	1666849	Holla from the bottom; yell it from the rooof @user
neutral	3	49003	♺ @user Now Microsoft can sue *you* in US if your overseas vendor uses "pirated" software ~http 
neutral	3	1421558	#replacemovienameswithbacon   Gone with the bacon
neutral	3	2248605	WTS Brand new sealed set samsung r440 ~http  via @user
neutral	3	3245676	Check this video out -- French Montana Ft. Rick Ross; Wiz Khalifa; Gucci Mane & Waka Flocka Flam... ~http  via @user
neutral	3	191654	Nike Air Rally (385447-008); Jordan CMFT Cool Grey (442087-003) & Nike Apparel ~http
positive	3	2525831	GIVING a Big THUMBS UP to the Movie; "All about Steve"  w/Sandra Bullock  Funny stuff -great jabs at the News Media..lol
neutral	3	169372	Money For Retirement | THE DEBT ADVISOR: Don’t Use Retirement Savings For Car Loan ~http 
neutral	3	90089	→ Microsoft Asia/Pacific (APAC) Jobs: Microsoft Consulting Services is hosting a Webinar on Thursday; Octobe... ~http
neutral	3	2475167	At a seminar discussing social computing and Microsoft Sharepoint.
neutral	3	17631	Yeah; we're having chicken fried steak and 'taters tonight. I blame @user #teamree
neutral	3	3117237	We're moving to the Las Vegas HILTON and going on tour with over 70 performances across the country!!! ~http 
positive	3	630616	So excited to see my roomie @user tomorrow!!!!!!! #sopumped
negative	3	2390559	A kick-ass headache + being pissed off =  HELL.
neutral	3	1573546	I bet that was Chris Johnson who bid 75 grand on the size 11 Nike Mags.....
neutral	3	3206710	Fashion 2011 Cheap Name-Brand ~http  OFF 30% Shoes Air Jordans Nike for cheap Ed hardy  ~http 
neutral	3	2354490	are all the rage.
negative	3	2235147	Far to tired to go to work as been up all night  but not I can't go to sleep I want to sleep what's that all about xx
neutral	3	1947460	Paris Hilton tweets A LOT.
neutral	3	2900923	Pat McGrath's Milan Fashion Week Shows: Prada; D&G; Versace; Roberto Cavalli; Bottega Veneta; Gucci and Dolce & Gabbana
neutral	3	554815	Dale Throneberry interviews Bing West; author of The Wrong War. ~http 
neutral	3	3206718	OFF 30% Shoes air jordans  Nike for cheap  Only $55 OFF 30% Shoes air jordans  Nike for cheap  Only $55 ~http 
neutral	3	1584035	Microsoft complains to European Commission about Google using Microsoft strategy ~http  &lt;Believe It or Not!?! #entarch #monopoly
neutral	3	1495504	My new thing to do when bored is to look at the #Assembly website at the expenses claims made by AMs #interestingreading #iknowhowsadIam
negative	3	132108	In one single day; Nike decided to lift our spirits and crush them. Why? I'd rather just see a pic in passing rather than all this bullshit.
neutral	3	1446852	When what @user ? *looks up at him curiously*
negative	3	77928	Sooo y am i still gettn my hair braided 3 dayz later irritated as hell.
neutral	3	1632930	WATCH IT ! Microsoft Security Audit Reviews ! ~http 
neutral	3	1584118	Just found out you can buy property on the moon.....ok I guess the first building could be the hilton space station...just a thought.
negative	3	1964167	Perez Hilton is a disgusting hypocrite.  His 15 minutes is up.
neutral	3	623507	Annas fast is symbol of mobocracy: Paswan | So your Audi and Accord are symbols of democracy Mr. Paswan? #janlokpal
neutral	3	2295121	Certify Dumps Microsoft 70-442 Exam Questions are updated regularly according to Exam ~http
neutral	3	2597495	S&P cuts rating on Japan's sovereign debt; yen weakens but impact on debt mitigated by high domestic ownership ~http 
neutral	3	2157716	#Free 100 Microsoft Points with Windows newsletter subscription - dealspl.us ~http  via @user
negative	3	1660371	Stupid Internet connection &gt;.&lt;
neutral	3	89536	Helpful Tips for Managing Agency Relationships Within Microsoft Advertising @user  ~http
neutral	3	1056446	A Conversation w/ @user [Video] ~http  #np; #rap; #music
neutral	3	1633995	» Physicians Formula and Rimmel London Giveaway!!!  A Makeup Artist's Blog ~http 
neutral	3	947758	they love doing laundry RT @user  Why do niggas wear 2 pairs of Nike socks
neutral	3	1596747	MajorCheap Store: Sony HVL-F58AM High-Power Digital Camera Flash with Wireless Ratio Control and Quick Shift Bou... ~http 
neutral	3	2005741	Richboy tour bus coming soon
